File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,1710 Avenue Y,,,BROOKLYN,11235,40.87985805,-73.82390645,(718) 648-6971,,,3074380001,3331174,48,315,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.87985805, -73.82390645)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Tremont Drugs,489 East Tremont Avenue,,,BRONX,10457,40.81700286,-73.92292762,,,,2030430035,2118216,15,206,Claremont-Bathgate,"(40.81700286, -73.92292762)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Your Family Pharmacy,1392 Ogden Avenue,,,BRONX,10452,40.86087199,-73.89219061,(718) 872-6060,,,2025220057,2003382,16,204,Highbridge,"(40.86087199, -73.89219061)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 5716 Avenue U,5716 Avenue U,,,BROOKLYN,11234,40.87850175,-73.90506806,(718) 252-6350,,<p>Ask a staff member to check your blood pressure.</p>,3084700143,3238576,46,318,Georgetown-Marine Park-Bergen Beach-Mill Basin,"(40.87850175, -73.90506806)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Taino Pharmacy,2403 2nd Avenue,,,MANHATTAN,10035,40.58868703,-73.95256441,(212) 289-2000,,,1017880023,1054644,08,111,East Harlem North,"(40.58868703, -73.95256441)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,True-Care Pharmacy,164-06 69th Avenue,,,QUEENS,11420,40.62922959,-74.02275415,(718) 380-3330,,<p>Ask a staff member to check your blood pressure.</p>,4069310001,4149770,24,408,Pomonok-Flushing Heights-Hillcrest,"(40.62922959, -74.02275415)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,WZ Premium,329 Myrtle Avenue,,,BROOKLYN,11205,40.70133085,-73.94225222,(718) 938-0816,,<p>Ask a staff member to check your blood pressure.</p>,3020410001,3335255,35,302,Fort Greene,"(40.70133085, -73.94225222)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1371 Metropolitan Ave,1371 Metropolitan Avenue,,,BRONX,10462,40.68941475,-73.92196144,(718) 597-7690,,<p>Ask a staff member to check your blood pressure.</p>,2039377501,2096623,18,209,Parkchester,"(40.68941475, -73.92196144)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Sims Pharmacy,1711 Pitkin Avenue,,,BROOKLYN,11212,40.82388229,-73.8934106,,,,3034890228,3326574,41,316,Brownsville,"(40.82388229, -73.8934106)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 3575 Boston Rd,3575 Boston Road,,,BRONX,10469,40.76038901,-73.92204762,(347) 601-4018,,<p>Ask a staff member to check your blood pressure.</p>,2047290001,2060401,12,212,Eastchester-Edenwald-Baychester,"(40.76038901, -73.92204762)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Sunshine Pharmacy,80-03 Atlantic Avenue,,,QUEENS,11421,40.58583523,-73.95265285,(718) 296-1900,,<p>Ask a staff member to check your blood pressure.</p>,4089600037,4185131,32,409,Woodhaven,"(40.58583523, -73.95265285)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 20 Astor Pl,20 Astor Place,,,MANHATTAN,10003,40.63686187,-73.89309436,(212) 375-0734,,<p>Ask a staff member to check your blood pressure.</p>,1005450026,1080094,02,102,West Village,"(40.63686187, -73.89309436)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1031 Westchester Ave,1031 Westchester Avenue,,,BRONX,10459,40.6702582,-73.82095445,(718) 589-5415,,<p>Ask a staff member to check your blood pressure.</p>,2027270001,2005801,17,202,Hunts Point,"(40.6702582, -73.82095445)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,United Health Pharmacy,4 Elizabeth Street,,,MANHATTAN,10013,40.62982668,-74.02847176,(212) 766-3773,,<p>Ask a staff member to check your blood pressure.</p>,1002027501,1002434,01,103,Chinatown,"(40.62982668, -74.02847176)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Value Med Pharmacy,87 Avenue O,,,BROOKLYN,11204,40.6565712,-73.93124454,(718) 232-7766,,<p>Ask a staff member to check your blood pressure.</p>,3065770060,3173281,44,311,Bensonhurst East,"(40.6565712, -73.93124454)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Xip-Harpell Pharmacy,21-34 Broadway,,,QUEENS,11106,40.69326724,-73.9736034,(718) 204-6565,,<p>Ask a staff member to check your blood pressure.</p>,4005550029,4006399,22,401,Astoria,"(40.69326724, -73.9736034)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Three J's Pharmacy,90-12 Elmhurst Avenue,,,QUEENS,11479,40.72647375,-74.00128441,(718) 424-0533,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.72647375, -74.00128441)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 4915 Flatlands Ave,4915 Flatlands Avenue,,,BROOKLYN,11234,40.75354237,-73.82237561,(347) 856-5852,,<p>Ask a staff member to check your blood pressure.</p>,3077970070,3397536,45,318,Flatlands,"(40.75354237, -73.82237561)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Welcome Pharmacy,1403 Foster Avenue,,,BROOKLYN,11230,40.70265666,-73.94242057,(718) 724-1333,,<p>Ask a staff member to check your blood pressure.</p>,3052350036,3121167,40,314,Flatbush,"(40.70265666, -73.94242057)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,True Health Pharmacy,7524 5th Avenue,,,BROOKLYN,11209,40.70255713,-73.87323525,(718) 748-4300,,<p>Ask a staff member to check your blood pressure.</p>,3059410048,3148788,43,310,Bay Ridge,"(40.70255713, -73.87323525)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 219-14 Merrick Blvd,219-14 Merrick Boulevard,,,QUEENS,11413,40.71345415,-73.73633928,(718) 712-7895,,<p>Ask a staff member to check your blood pressure.</p>,4130970028,4281324,31,413,Laurelton,"(40.71345415, -73.73633928)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Smarthealth Pharmacy,551 86th Street,,,BROOKLYN,11209,40.59020339,-73.97334905,(718) 238-2725,,<p>Ask a staff member to check your blood pressure.</p>,3060360037,3153212,43,310,Bay Ridge,"(40.59020339, -73.97334905)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vim Pharmacy,39 Sherman Avenue,,,MANHATTAN,10040,40.74392934,-73.95368407,(212) 567-5533,,<p>Ask a staff member to check your blood pressure.</p>,1021740020,1064157,10,112,Washington Heights North,"(40.74392934, -73.95368407)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,92-10 Atlantic Avenue,,,QUEENS,11416,40.76889143,-73.83359116,(718) 835-7903,,,4090280001,4187479,32,409,Woodhaven,"(40.76889143, -73.83359116)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vital Script,83-17 37th Avenue,,,QUEENS,11481,40.73030709,-73.82362846,(718) 424-1101,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.73030709, -73.82362846)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,The Pharmacy,2541 Adam Clayton Powell Jr Boulevard,,,MANHATTAN,10039,40.7046288,-73.91769846,,,,,,,,,"(40.7046288, -73.91769846)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vernon Blvd. Pharmacy,48-15 Vernon Boulevard,,,QUEENS,11515,40.72875266,-73.86318379,(718) 361-7390,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.72875266, -73.86318379)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Umamah Pitkin Pharmacy,2232 Pitkin Avenue,,,BROOKLYN,11207,40.75063176,-73.87574927,,,,3040100019,3089105,37,305,East New York,"(40.75063176, -73.87574927)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,ShopRite,2424 Hylan Boulevard,,,STATEN ISLAND,10306,40.62290095,-74.14944053,(718) 979-3303,,,5039010017,5055347,50,502,New Dorp-Midland Beach,"(40.62290095, -74.14944053)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 82-77 Broadway,82-77 Broadway,,,QUEENS,11385,40.7551933,-73.88888278,(718) 672-7781,,<p>Ask a staff member to check your blood pressure.</p>,4015610001,4039026,25,404,Elmhurst,"(40.7551933, -73.88888278)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 175-06 Hillside Ave,175-06 Hillside Avenue,,,QUEENS,11499,40.8293861,-73.8749476,(347) 566-6349,,<p>Ask a staff member to check your blood pressure.</p>,4098340001,4597882,27,412,Jamaica,"(40.8293861, -73.8749476)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,691 Co Op City Boulevard,,,BRONX,10475,40.66858768,-73.90758851,(718) 862-2809,,,2051410394,2118946,12,210,Co-op City,"(40.66858768, -73.90758851)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,74-17 Grand Avenue,,,QUEENS,11373,40.590301,-73.95264247,(718) 803-3025,,,4024920079,4058131,30,405,Elmhurst,"(40.590301, -73.95264247)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 119-02 Rockaway Blvd,119-02 Rockaway Boulevard,,,QUEENS,11420,40.64292636,-73.97882664,(718) 529-9503,,<p>Ask a staff member to check your blood pressure.</p>,4117120028,4253535,28,410,South Ozone Park,"(40.64292636, -73.97882664)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,1720 Eastchester Road,,,BRONX,10461,40.83672863,-73.88582966,(718) 823-6068,,,2042260007,2097366,13,211,Van Nest-Morris Park-Westchester Square,"(40.83672863, -73.88582966)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 145 4th Ave,145 4th Avenue,,,MANHATTAN,10003,40.66076039,-73.73902094,(212) 677-0214,,<p>Ask a staff member to check your blood pressure.</p>,1005590009,1077569,02,103,East Village,"(40.66076039, -73.73902094)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,T&N Pharmacy,2570 East 17th Street,,,BROOKLYN,11235,40.80355076,-73.9533065,(718) 646-2100,,<p>Ask a staff member to check your blood pressure.</p>,3074377503,3391740,48,315,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.80355076, -73.9533065)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 298 1st Ave,298 1st Avenue,,,MANHATTAN,10009,40.60515559,-73.97994787,(212) 777-0740,,<p>Ask a staff member to check your blood pressure.</p>,1009720001,1082871,04,106,Stuyvesant Town-Cooper Village,"(40.60515559, -73.97994787)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Southshore Pharmacy,4020 Hylan Boulevard,,,STATEN ISLAND,10308,40.7091212,-73.96411441,(718) 948-4848,,<p>Ask a staff member to check your blood pressure.</p>,5052980013,5093281,51,503,Great Kills,"(40.7091212, -73.96411441)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 119-07 Springfield Blvd,119-07 Springfield Boulevard,,,QUEENS,11411,40.67607954,-73.81898476,(718) 749-0400,,<p>Ask a staff member to check your blood pressure.</p>,4127750017,4545849,27,413,Cambria Heights,"(40.67607954, -73.81898476)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 244 E 161st St,244 East 161st Street,,,BRONX,10451,40.86165491,-73.86666919,(718) 410-5950,,<p>Ask a staff member to check your blood pressure.</p>,2024430100,2002457,16,204,East Concourse-Concourse Village,"(40.86165491, -73.86666919)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 4401 White Plains Rd,4401 White Plains Road,,,BRONX,10470,40.86154343,-73.89111578,(718) 509-1553,,<p>Ask a staff member to check your blood pressure.</p>,2050690066,2070705,11,212,Woodlawn-Wakefield,"(40.86154343, -73.89111578)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Sreeven Pharmacy,1695 First Avenue,,,MANHATTAN,10128,40.66831781,-73.90649665,(212) 348-8900,,<p>Ask a staff member to check your blood pressure.</p>,1015507501,1050054,05,108,Yorkville,"(40.66831781, -73.90649665)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,961 East 174th Street,,,BRONX,10460,40.86934221,-73.82519628,(718) 860-3363,,,2029980002,2114085,17,203,Crotona Park East,"(40.86934221, -73.82519628)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Suredrugs Pharmacy,118-06 101st Avenue,,,QUEENS,11419,40.67845743,-73.9216931,(718) 880-2500,,<p>Ask a staff member to check your blood pressure.</p>,4094860003,4200518,28,409,South Ozone Park,"(40.67845743, -73.9216931)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,V & K Pharmacy,1227 Ogden Avenue,,,BRONX,10452,40.70471901,-73.94450708,(718) 293-8777,,,2025280019,2003504,16,204,Highbridge,"(40.70471901, -73.94450708)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 78-11 Northern Blvd,78-11 Northern Boulevard,,,QUEENS,11483,40.70062519,-73.94174792,(718) 429-2042,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70062519, -73.94174792)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Star Drugs,922 Pennsylvania Avenue,,,BROOKLYN,11207,40.74798081,-73.89254363,(718) 649-0499,,<p>Ask a staff member to check your blood pressure.</p>,3043890001,3097872,42,305,East New York,"(40.74798081, -73.89254363)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,The J Apothecary,101-21 Jamaica Avenue,,,QUEENS,11418,40.66585287,-73.9097695,(718) 846-8600,,<p>Ask a staff member to check your blood pressure.</p>,4091810037,4191441,32,409,Richmond Hill,"(40.66585287, -73.9097695)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Smart Choice Pharmacy,259 Avenue X,,,BROOKLYN,11223,40.66467336,-73.89455992,(718) 339-3400,,<p>Ask a staff member to check your blood pressure.</p>,3071730045,3194401,47,315,Gravesend,"(40.66467336, -73.89455992)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Super Rx Pharmacy,59-08 99th Street,,,QUEENS,11371,40.68487674,-73.86031753,(718) 271-9500,,<p>Ask a staff member to check your blood pressure.</p>,4019180083,4047326,21,404,Corona,"(40.68487674, -73.86031753)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 109-62 Francis Lewis Blvd,109-62 Francis Lewis Boulevard,,,QUEENS,11429,40.72361546,-73.84869123,(718) 740-4612,,<p>Ask a staff member to check your blood pressure.</p>,4109450110,4314954,27,412,Hollis,"(40.72361546, -73.84869123)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Sunnyside Pharmacy & Surgical,48-11 Skillman Avenue,,,QUEENS,11104,40.59864729,-73.95812079,(718) 729-1400,,<p>Ask a staff member to check your blood pressure.</p>,4001330070,4001129,26,402,Hunters Point-Sunnyside-West Maspeth,"(40.59864729, -73.95812079)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 3000 Church Ave,3000 Church Avenue,,,BROOKLYN,11226,40.73339446,-73.98090502,(718) 564-2380,,<p>Ask a staff member to check your blood pressure.</p>,3048840001,3327754,40,317,Erasmus,"(40.73339446, -73.98090502)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Top Grade Pharmacy,1903 Story Avenue,,,BRONX,10473,40.77742514,-73.95071798,(718) 828-2446,,,2036710005,2116026,18,209,Soundview-Castle Hill-Clason Point-Harding Park,"(40.77742514, -73.95071798)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1409 Avenue J,1409 Avenue J,,,BROOKLYN,11230,40.64564018,-73.90289982,(718) 677-7290,,<p>Ask a staff member to check your blood pressure.</p>,3067070049,3329230,44,314,Midwood,"(40.64564018, -73.90289982)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 35-06 Broadway,35-06 Broadway,,,QUEENS,11106,40.74833477,-73.98464334,(718) 204-5253,,<p>Ask a staff member to check your blood pressure.</p>,4006460034,4009695,22,401,Astoria,"(40.74833477, -73.98464334)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 218-51 Hempstead Ave,218-51 Hempstead Avenue,,,QUEENS,11429,40.65023884,-73.95978926,(718) 740-2497,,<p>Ask a staff member to check your blood pressure.</p>,4107660038,4000000,27,413,Queens Village,"(40.65023884, -73.95978926)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Uptown Care Pharmacy,2254 Second Avenue,,,MANHATTAN,10029,40.80529007,-73.91384935,(212) 221-8355,,<p>Ask a staff member to check your blood pressure.</p>,1016870051,1052932,08,111,East Harlem North,"(40.80529007, -73.91384935)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Willen Pharmacy,3800 East Tremont Avenue,,,BRONX,10465,40.83164722,-73.86711983,(718) 239-7900,,<p>Ask a staff member to check your blood pressure.</p>,2055620072,2088652,13,210,Schuylerville-Throgs Neck-Edgewater Park,"(40.83164722, -73.86711983)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Thriftway Pharmacy,720 Classon Avenue,,,BROOKLYN,11238,40.6808254,-73.94967197,(718) 399-1800,,,3011620053,3028957,35,308,Crown Heights North,"(40.6808254, -73.94967197)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Zamzam Drugs,3105 Bainbridge Avenue,,,BRONX,10467,40.84231024,-73.92423182,(347) 899-8930,,<p>Ask a staff member to check your blood pressure.</p>,2033350080,2118381,11,207,Norwood,"(40.84231024, -73.92423182)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Thompson Chemists,132 Thompson Street,,,MANHATTAN,10012,40.77458781,-73.98083178,(212) 598-9790,,<p>Ask a staff member to check your blood pressure.</p>,1005160004,1008023,01,102,SoHo-TriBeCa-Civic Center-Little Italy,"(40.77458781, -73.98083178)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Silver Rod Pharmacy,5105 Church Avenue,,,BROOKLYN,11203,40.6305938,-73.96632922,(718) 922-3400,,,3046770042,3102178,41,317,Rugby-Remsen Village,"(40.6305938, -73.96632922)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Stop & Shop,625 Atlantic Avenue,,,BROOKLYN,11217,40.6791725,-73.75394323,(718) 399-6239,,,3020020001,3057470,35,302,Fort Greene,"(40.6791725, -73.75394323)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Tu Farmacia,553 Southern Boulevard,,,BRONX,10455,40.73307065,-73.80472464,(718) 292-8513,,<p>Ask a staff member to check your blood pressure.</p>,2026830049,2005086,17,202,Longwood,"(40.73307065, -73.80472464)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 946 Kings Hwy,946 Kings Highway,,,BROOKLYN,11223,40.76312355,-73.87609409,(718) 645-2689,,<p>Ask a staff member to check your blood pressure.</p>,3066660115,3177637,44,315,Homecrest,"(40.76312355, -73.87609409)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,U15 Pharmacy,1506 Avenue U,,,BROOKLYN,11229,40.84366125,-73.93909219,(718) 336-5883,,<p>Ask a staff member to check your blood pressure.</p>,3073480003,3199568,48,315,Madison,"(40.84366125, -73.93909219)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Wakefield Pharmacy,135-25 Lefferts Boulevard,,,QUEENS,11420,40.89665049,-73.85556273,(718) 843-3900,,<p>Ask a staff member to check your blood pressure.</p>,4118060018,4256617,32,410,South Ozone Park,"(40.89665049, -73.85556273)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Well Care Pharmacy,42-83 Main Street,,,QUEENS,11355,40.63371111,-73.96380924,(718) 353-1350,,,4051360069,4115883,20,407,Flushing,"(40.63371111, -73.96380924)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Town Pharmacy,526 Morris Avenue,,,BRONX,10451,40.86591348,-73.92620058,(718) 993-6750,,<p>Ask a staff member to check your blood pressure.</p>,2023300001,2091150,17,201,Melrose South-Mott Haven North,"(40.86591348, -73.92620058)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Taino Towers,2253 3rd Avenue,,,MANHATTAN,10035,40.80151041,-73.93440644,(212) 426-6200,,<p>Ask a staff member to check your blood pressure.</p>,1017870001,1054626,08,111,East Harlem North,"(40.80151041, -73.93440644)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 1366 Broadway,1366 Broadway,,,BROOKLYN,11221,40.76757755,-73.9592416,(718) 452-6391,,<p>Ask a staff member to check your blood pressure.</p>,3014800029,3397063,41,303,Stuyvesant Heights,"(40.76757755, -73.9592416)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Walgreens - 58-02 Metropolitan Ave,58-02 Metropolitan Avenue,,,QUEENS,11385,40.61330957,-73.91714156,(718) 386-4319,,<p>Ask a staff member to check your blood pressure.</p>,4034920034,4083526,30,405,Ridgewood,"(40.61330957, -73.91714156)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,United Apothecary,7716 3rd Avenue,,,BROOKLYN,11209,40.72719869,-73.78725059,(718) 748-2022,,<p>Ask a staff member to check your blood pressure.</p>,3059590046,3149756,43,310,Bay Ridge,"(40.72719869, -73.78725059)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vip Pharmacy,100-05 Roosevelt Avenue,,,QUEENS,11368,40.86286515,-73.9278851,(718) 898-1100,,<p>Ask a staff member to check your blood pressure.</p>,4017700007,4044345,21,403,North Corona,"(40.86286515, -73.9278851)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Wyckoff Pharmacy,5 Graham Avenue,,,BROOKLYN,11206,40.82642255,-73.8756614,(718) 381-6200,,<p>Ask a staff member to check your blood pressure.</p>,3031260001,3071650,34,301,East Williamsburg,"(40.82642255, -73.8756614)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Vitamin Pharmacy,150-15 Northern Boulevard,,,QUEENS,11422,40.74987099,-73.88313506,(718) 888-0851,,<p>Ask a staff member to check your blood pressure.</p>,4050080032,4532170,20,407,Murray Hill,"(40.74987099, -73.88313506)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Xpress Lane Pharmacy,99 Nassau Street,,,MANHATTAN,10038,40.76508582,-73.93147142,(212) 962-4900,,<p>Ask a staff member to check your blood pressure.</p>,1000890001,1001242,01,101,Battery Park City-Lower Manhattan,"(40.76508582, -73.93147142)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,ShopRite,3010 Veterans Road West,,,STATEN ISLAND,10309,40.57197933,-74.1082196,(718) 948-4945,,,5074870050,5158973,51,503,Charleston-Richmond Valley-Tottenville,"(40.57197933, -74.1082196)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Thriftcare Pharmacy,524 Nostrand Avenue,,,BROOKLYN,11216,40.6740756,-73.9630374,(718) 230-3009,,<p>Ask a staff member to check your blood pressure.</p>,3018480017,3053218,36,303,Bedford,"(40.6740756, -73.9630374)"
